review_id,product_id,title,author,rating,content,timestamp,profile_id,is_verified,helpful_count,product_attributes
RU17Y1H4GO22E,B09FM6PDHP,4.0 out of 5 stars Worked great...for just short of 2 years,Quicksilvur,4,"I think I spent at least $100 on these back in September '22. I wanted to replace a former set of earbuds with something more substantial and higher quality. I really love all that JBL does (I have purchased their FLIP bluetooth speaker as well and it's fantastic).However, for some reason, everything just crashed and burned suddenly. First, the left earbud stopped charging altogether (no light shows up even after cleaning the contacts). Then the charging case went entirely dead after just charging it to 100%. So I'm figuring it's the end. Sadly.I had figured a mid-priced brand would be a nice middle ground (somewhere between Tribit and Bose lol). I am not a power user and am very careful with my earbuds, so maybe this was just as long as these were going to live. I will keep buying JBL, but have to unfortunately add my voice of disappointment on these earbuds.","Reviewed in the United States June 30, 2024",AEEKDCHLNPFK4YGNYN6QNS3JLYSA,1,7,Color: BlackStyle: Headphones
R1MWSEX4IA2CZA,B09FM6PDHP,"4.0 out of 5 stars Les daría 5 estrellas,pero....",HeidyF,4,"Llevo varios meses utilandolos, la verdad es que por el precio están excelentes.-calidad de sonido increíble-Buena duracion de la batería-Carga super rápido- No se le resbalan del oído tan fácilmente y es algo que suele pasarme con todos los auriculares.Lo que no me gusta:-Poco puedo usar los controles,pues es confuso y no siempre funcionan.-ultimamente me pasa que, a pesar de poner los auriculares en su funda,se quedan conectados al móvil y debo hacer malabares para que se desconecten.- Solo me ha pasado con el auricular derecho; repentinamente se desconecta y cuando veo en la pantalla de mi móvil,dice que está descargado y cuando lo entro en la funda y lo saco,ya está nuevamente cargado en 100%.En conclusión,los recomendaría,pero solo para comprar en oferta.","Reviewed in the United States June 23, 2024",AGBW53OVJEGAY4DCCXV3FLRLAELA,1,1,Color: WhiteStyle: Headphones
R1GVHKW6B9U2I4,B09FM6PDHP,"4.0 out of 5 stars 4 Stars because after 1 year, left earbud won't hold charge.",Ryan Rodgers,4,"They were pretty good. Great at blocking sound and great sound quality. Unfortunately a little over one year just is not long enough of a life cycle for $99 earbuds.My left ear bud won't hold a charge longer than 20 minutes and it heats up like crazy when it's in the charging case.What a bummer, I really liked these.All I can say is buyer beware. Get the extended warranty.","Reviewed in the United States July 26, 2024",AEPKNOSHCEE5XFII3GCK52WQ3O6A,1,0,Color: BlackStyle: Headphones
R2IPYI7PS830UQ,B09FM6PDHP,5.0 out of 5 stars Best earbuds Ive owned!,Laura Schouest Ugas,5,"This is my fifth set of earbuds I buy for my family. I wear them every day at work. I love that I can wear one and if the battery gets low, I can swap them out for the other side and use that one. I plug both in when I vacuum and can choose to hear the background noise or use the noise canceling mode to block out the sound. They normally last me all day at work. My husband has two sets and now I do as well. I cannot say enough good things about this brand. We have been having them for years!","Reviewed in the United States July 19, 2024",AHEM3ADI5VMHRPXVKKU3QVAPK63Q,1,0,Color: WhiteStyle: Headphones
R2RHV4GBM6U41I,B09FM6PDHP,4.0 out of 5 stars Good buds if you dont care about noise cancellation,Adam N. Grippo,4,Nice balanced sound. Sound good via my watch. Sound better using the eq app via my phone. Great value if you can get on sale at 50% off on prime day. Otherwise other newer models that are better at noise cancellation. Dont get super loud.,"Reviewed in the United States July 27, 2024",AGWT4QAMWPC62D67AJ2TD6NJUHCA,1,1,Color: BlueStyle: Headphones
R2OS6CR52IDNSB,B09FM6PDHP,4.0 out of 5 stars Good sound quality but battery dies quick,F cancer,4,"Love the sound but bought 2 pairs within the last year and after four or five months, the right headphone dies after about an hour and a half full volume besides I like them a lot. But Im gonna try beats next just to see if the battery last longer","Reviewed in the United States July 23, 2024",AFGEASD5GE5RRNCSYRP24GZHHK5Q,1,0,Color: BlackStyle: Headphones
R1NJDX89EMTAWJ,B09FM6PDHP,5.0 out of 5 stars Thrilled with this purchase,Kindle Customer,5,"Received these yesterday and couldnt wait to start using them. My husband has the Apple version and already, Im more impressed with JBL.These automatically connect to my phone once I put them in my ears, and came with additional sizes for the ear, which I loved as apple inserts are too large for me.Couldnt beat the price either. Run to get these youll be happy you did!","Reviewed in the United States July 26, 2024",AHYAW77QC5FH64DKLHPX7AXFGAWQ,1,0,Color: WhiteStyle: Headphones
R2E9H0R88NP2T5,B09FM6PDHP,4.0 out of 5 stars Noise cancel is very insignificant,Kalush Family,4,If you had any other quality noise canceling earphones before then with those you will barely notice any difference while noise canceling is on or off.Coming from Bose where ANC is a huge difference.You get what you paid for.Overall good earbuds tho.,"Reviewed in the United States July 19, 2024",AFO7BFUPYBUR64NHZ36ZP4LVYXFA,1,0,Color: BlackStyle: Headphones
R1102KA3XXF13V,B09FM6PDHP,4.0 out of 5 stars Uncomfortable,Brian Hazzard,4,Found even with the different ear sizes they are not very comfortable.,"Reviewed in the United States August 2, 2024",AGHELJKJRBELNRIZX73QYMUYE7HA,1,0,Color: BlueStyle: Headphones
R34J0CMO8QDT79,B09FM6PDHP,5.0 out of 5 stars Go on app,Christopher Mineri,5,This product is simply the best go in the app and you can create your own sound. Find an ear buds like this. Loud they can go. For sure. Also noise cancellation yes not all the way quite but in my opinion its perfect. I dont like that when it goes to quiet. Headphones are sick plan English you will not disappointed simply,"Reviewed in the United States July 25, 2024",AFKNLRTYV5QLJ2DYUWPQMMESBHPQ,1,0,Color: BlackStyle: Headphones
R25S33Q5P6H1GL,B09FM6PDHP,4.0 out of 5 stars JBL 230NC TWS,SHAH FAMILY,4,Good headphones for its price. You need to adjust the headphones tips to fit your ears to make it true noise cancelling. Overall satisfied with the product.,"Reviewed in the United States July 24, 2024",AHMS6QFDKX7JUJ54CBISZBWCN2AQ,1,0,Color: BlackStyle: Headphones
R3P9EX24H71LTQ,B09FM6PDHP,5.0 out of 5 stars For the money these are the best ear buds I have ever owned!,Emerald Knight,5,"Never been a big bud user but when these got tuned in the sound was very clear, the outside noise was gone and the response to voice was exceptional. These are well worth the money and give all they claim! You won't be sorry if you purchase.","Reviewed in the United States July 31, 2024",AHSF56GLVAZXLKL5MDWNB425YKWA,1,0,Color: BlackStyle: Headphones
R23KSWFZYQAMVT,B09FM6PDHP,5.0 out of 5 stars Go to earphones,Kriss,5,"Love to earphones.Good fit and does not fall out during workouts. Noice canceling is good. While sony over ear ones completely isolate the sound, for these if anything is playing even on minimal volume - its awesome.Battery life superb, wish they would be a tiny bit Lounder but by no means they are too quiet.Only thing I would love to change is the spring in case - it springs open, and has the slight resistance closing (almost like default position would be meant as opened). Would love it to be reversed. but that's nitpicking .For $70-80 awesome un would recommend in this price point. Also great for long travels and more discreate than over ear headphoens","Reviewed in the United States June 24, 2024",AFGBOXKX74OZXYEJQSNVQC25SDAA,1,0,Color: BlackStyle: Headphones
R2BCZ4U0CUPZFO,B09FM6PDHP,5.0 out of 5 stars Noice cancelation,Amazon Customer,5,These ear buds are great for drowning out noice at work! I get my duties done and I get to enjoy the podcast I've been waiting to listen to! Great color goes with all my outfits and they come with a case to store them in. Best ear buds I've purchased!,"Reviewed in the United States July 30, 2024",AGLO3A255IIBZS6VAC7NLUKFFWJA,1,0,Color: BlackStyle: Headphones
R2DL9IP8FF10US,B09FM6PDHP,3.0 out of 5 stars They are okah,The drawers are like mesh and dont slid in all the way. I thought they were going to be wooden drawers.,3,For the price of these I wouldnt buy them again. I bought them when they were half off and I dont think Id even spend that much money. There is a white noise when you put the headphones in but can be shut off by tapping the left ear bud. By tapping the right ear bud you can pause what you are listening to. I usually wear one ear bud and if I just have the right one in you cant shut off the white noise but if you only wear the left one you cant pause it when you need to. If you want to shut the white noise off and have the right one in your ear you have to leave the left ear bud out of the case to shut the sound off which is only a matter of time until you loose it. I like how they fit in my ear and they dont fall out like normal ones do. They are very clean and I like the look but the issues I listed above out weigh the good for me.,"Reviewed in the United States July 31, 2024",AFVP6QLJMKY47PGNXODE6PKK6IKQ,1,0,Color: BlackStyle: Headphones
R2ALTJFGTU9XEY,B09FM6PDHP,"4.0 out of 5 stars Best battery life, Great noise cancelling, awkward fit in case",N8,4,"I have only used wired headphones for years. This is the first time I've ever purchased Bluetooth wireless ear buds - so, know going forwards that I don't have anything to compare these to.That being said, I do have a few pairs of Bluetooth wireless headphones, and I'm making some assumptions, based upon these.So, the first thing I'll say is that the Noise Canceling feature in these is downright amazing. I mean, for something so small to be able to block out so much noise is just quite unbelievable.In addition, the Ambient Aware mode is quite amazing as well, as you can literally hear everything around you, while still hearing the music quite clearly - you can tell that a lot of R & D went into these.The Talk Through mode is also good - although I think it makes the music so low that you really can't even hear it - but it is handy in case you need to have a conversation. I've had a conversation with Ambient Aware mode turned on, and I can hear the other person just fine.Okay, here is where I'll start making some assumptions. I don't have another pair of BT earbuds to compare to, so I'm assuming that other companies would create apps similar to the ones for their BT headphones when making apps for their ear buds.The JBL app is my favorite one. It's very easy to get into, has some settings you can change (like what each ear bud does when you touch it certain ways), as well as allows you to change the audio mode that you've enabled.Now, I have a pair of Anker BT headphones, and they are really comfy, but the app is nowhere near as feature-rich as the JBL app is.I guess if there is anything that I don't like about these it would be the inability to turn them off without using the app. You can set them to time out after a set amount of time, so they would turn themselves off at some point, but I think that is a waste of the battery, so I use the app to turn them off.Another thing I don't like is the case - the ear buds fit into it in a very awkward way - I'm always having to twist my wrists to get them in correctly. I think this was a major design flaw, but it's minor compared to all the other benefits of these.One thing I absolutely love on these is the battery. I've used these for about an hour, turned them off (via the app), kept them outside of the case, and come back to them a month later, and they are still at the same battery percentage as a month ago - unbelievable.I should also mention that the battery lasts a fair amount of time when actually listening to them. I use these when working out, and they last plenty of time for me to run and lift weights.I've never actually tried to figure out exactly how long they last on one charge, but if I'd have to guess, it's probably upwards of 5 hrs at least.To save battery power, I usually put mine in a ziplock bag, along with the case - so that the battery gets to run-down without being recharged all the time. I only put them back into the case when the battery is actually low.The case also charges very quickly (as do the ear buds as well).So, overall, I'd highly recommend these ear buds. They have some minor issues that I've discussed, but in my opinion, the pro's far outweigh the con's for these.If you found this review helpful, please click on ""helpful"" or the thumb's up.Thanks.","Reviewed in the United States January 3, 2023",AEVRSFNYMIZ3OQFLXTDUEWLZW7YA,1,283,Color: BlackStyle: Headphones
R6BDYW07NCL7B,B09FM6PDHP,5.0 out of 5 stars Just Perfect,HenBas,5,"I was looking for some backup earphones in case the Bose I have run out of battery, to my surprise. This JBL model left me very impressed, battery life is amazing and even more the crystal-clear sound is better than other expensives earbuds . I really recommend them.","Reviewed in the United States July 28, 2024",AH7EZKDWATQ333GLCESKWGKDP27Q,1,0,Color: WhiteStyle: Headphones
R1NK18BXWJMMNC,B09FM6PDHP,4.0 out of 5 stars Work fine,Robert E. Boyer,4,Work good.,"Reviewed in the United States August 3, 2024",AFXQIPD3KQPG2NUS4E3C5FXHT4XA,1,0,Color: BlueStyle: Headphones
R2YZ3SQNE8Q0ZZ,B09FM6PDHP,4.0 out of 5 stars Not very good in connectivity,Dharmista,4,Had some issues connecting to device or switching between devices,"Reviewed in the United States July 26, 2024",AF25NYIAMA2CY5DAN7UY7X43ULDA,1,0,Color: BlackStyle: Headphones
R1410OSM6X1DP8,B09FM6PDHP,"3.0 out of 5 stars Not good for motorcycle use, but excellent sound quality.",Jeffrey Jenkins,3,"I bought these in an attempt to improve upon the mediocre sound quality of the ""MiPeace"" earbuds I've been using on my motorcycle for about a year now, and in that respect the JBL did not disappoint - these really are quite good sounding (almost as good as my old Etymotic ER-6 wired earbuds). Sitting on my bike with the engine running but not moving the active noise cancellation seemed to work very well - I couldn't hear the engine at all, actually - but once I started moving things weren't quite so rosy. It seems the active noise cancellation is just a tad too slow to respond to wind buffeting noise because the music is horribly distorted as if one is listening to speakers through the spinning blades of a fan. Unfortunately, with the active noise cancellation turned off the silicone cup style earplugs don't do near as good a job of passively blocking ambient sounds as the silicone triple-rib style earplugs on the MiPeace (or the Elgin's I replaced these with), so I reluctantly returned them.","Reviewed in the United States July 29, 2024",AFULIFC3V2ECRHMU7GIFX6PYSOHQ,1,0,Color: BlackStyle: Headphones
R2R4E4SBFGT67Q,B09FM6PDHP,"4.0 out of 5 stars Buen producto, pero con volumen algo bajo.",Pedro Banda,4,"Buen sonido y bajos , no tiene gran volumen. Si los utilizas días ventosos no se escucha bien ni a todo volumen , sin viento funcionan correctamente. Con el nosie cancellation mejora. En espacios cerrados están muy bien.","Reviewed in the United States July 3, 2024",AHYJDNTDVIZTBAQJDYBACSHNW4RQ,1,0,Color: WhiteStyle: Headphones
RLIWKTE83X4VZ,B09FM6PDHP,5.0 out of 5 stars JBL earbuds noise canceling,mike masson,5,Love these earbuds. Be sure to select the proper size inserts to fit your ears or you dont get the best sound. Also you can customize the sounds to the EQ. you like the best. Be sure to download the app first.,"Reviewed in the United States July 27, 2024",AF72FZWK5Z4HJGVU6VMF3FKYALGQ,1,0,Color: WhiteStyle: Headphones
R1Z7JQKJKJNDLW,B09FM6PDHP,5.0 out of 5 stars Quality,bob bulla,5,I have two sets of another brand that cost four times more without the quality and features. Best sound and when fully charged they last approximately 5 days. After purchasing the first set I purchased another setfor backup in case I lose the first ones.,"Reviewed in the United States July 25, 2024",AHK33IPE4ASF4BXJEU46UDXV2XJQ,1,0,Color: BlackStyle: Headphones
R3BOSXYXTMCNSF,B09FM6PDHP,5.0 out of 5 stars Best I have owned,kkvr20,5,Most earbuds don't stay out due to oily skin. These are comfortable and rock solid. Didn't even switch eartips. The bass is amazing and the app helps. My other Bluetooth audio cut in and out when I pair them and a controller to my steam deck. These don't cut out.,"Reviewed in the United States July 19, 2024",AEGJFU2SB5DVHFR2CAAAIL7AVQTQ,1,0,Color: BlueStyle: Headphones
